right,left,left href,center,f-i,left 2,left href 2,center 2,center 3,right 2,right 3,right 4,right 5,right 6,right 8,right 9,right 10,right 11,right 12,right 13,right 14,right 15,right 16,right 17,right 18,right 19,right 20,right 21,right 22,right 23,right 24,right 25,right 26,right 27,right 28,right 29,right 30,left href 3,right 31,right 32,right 33,right 34,right 35,right 36,right 37,right 38,right 39
169,Grant Hanley,https://fbref.com/en/players/e9254eec/Grant-Hanley,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,32-234,1991,3,2,225,2.5,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.09,4,0.03,0,0,0.00,0.00,0.00,0.00,0.12,0.09,0.12,0.00,https://fbref.com/en/players/e9254eec/matchlogs/2024/summary/Grant-Hanley-Match-Logs,,,,,,,,,
170,Lukáš Haraslín,https://fbref.com/en/players/5c397195/Lukas-Haraslin,FW,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,28-046,1996,4,4,264,2.9,0,0,0,0,0,0.00,0.36,0.5,1,1,0.5,13,0.6,1.1,0.00,0.16,0.20,0.36,0.34,0.16,2,20,0.34,0.34,https://fbref.com/en/players/5c397195/matchlogs/2024/summary/Lukas-Haraslin-Match-Logs,,,,,,,,,
171,Kai Havertz,https://fbref.com/en/players/fed7cb61/Kai-Havertz,"FW,MF",de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,25-030,1999,5,5,389,4.3,0.95,0,0,0.00,0.65,0.59,1.01,2,1,3,2,4.1,2,2.5,0.46,0.06,0.69,0.23,0.23,12,0.3,2.8,11,38,https://fbref.com/en/players/fed7cb61/matchlogs/2024/summary/Kai-Havertz-Match-Logs,,,,,,,,,
172,Jack Hendry,https://fbref.com/en/players/ffed43e3/Jack-Hendry,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,29-065,1995,3,3,261,2.9,0,0,0,0,0,0,0,1,6,2,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ffed43e3/matchlogs/2024/summary/Jack-Hendry-Match-Logs,,,,,,,,,
173,Benjamin Henrichs,https://fbref.com/en/players/0a89e877/Benjamin-Henrichs,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,27-139,1997,1,10,0.1,2,0,0,0,0,0,0,0,1,1,,,,,,0.0,0,0.0,0.0,0.0,,0.00,,,,https://fbref.com/en/players/0a89e877/matchlogs/2024/summary/Benjamin-Henrichs-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.17,0.17
174,Theo Hernández,https://fbref.com/en/players/d4c9725f/Theo-Hernandez,DF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,26-279,1997,6,6,570,6.3,0,0,0,0,0,0,0,0.4,0.4,1.0,1.4,22,38,63,0.00,0.00,0.00,0.00,0.00,0.06,0.17,0.24,0.06,0.24,https://fbref.com/en/players/d4c9725f/matchlogs/2024/summary/Theo-Hernandez-Match-Logs,,,,,,,,,
175,Morten Hjulmand,https://fbref.com/en/players/d4456fb3/Morten-Hjulmand,MF,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,25-016,1999,3,3,245,2.7,0.05,0,0,0,0.00,0.07,0.05,1,1,1,2,0.1,0.1,0.1,0.37,0.07,0.37,0.02,0.37,1,0.2,18,7,0.37,https://fbref.com/en/players/d4456fb3/matchlogs/2024/summary/Morten-Hjulmand-Match-Logs,,,,,,,,,
176,Adam Hložek,https://fbref.com/en/players/5521f419/Adam-Hlozek,MF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,21-352,2002,2,2,108,1.2,0,0,0,0,0,0,0,0.5,0.5,0.5,1,1,3,,,0.0,,,,,0.00,,,,https://fbref.com/en/players/5521f419/matchlogs/2024/summary/Adam-Hlozek-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.46,0.46,0.46,0.46
177,Tomáš Holeš,https://fbref.com/en/players/e03c2d97/Tomas-Holes,DF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,31-102,1993,3,3,269,3.0,0,0,0,0,0,0,0.0,1,1,0.1,8,0.01,0.02,0.02,0.0,0.0,0,0.00,0.00,0.00,0.01,0.02,0.00,0.00,https://fbref.com/en/players/e03c2d97/matchlogs/2024/summary/Tomas-Holes-Match-Logs,,,,,,,,,
178,Arbër Hoxha,https://fbref.com/en/players/e210a2c7/Arber-Hoxha,"FW,MF",al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,25-279,1998,3,50,0.6,1,0,0,0,0,0,0,0,0.1,0.1,0.1,1,7,3,,,0.0,,,0.25,,,,,,https://fbref.com/en/players/e210a2c7/matchlogs/2024/summary/Arber-Hoxha-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.08,0.25,0.17,0.17
179,Robin Hranáč,https://fbref.com/en/players/95d5aea2/Robin-Hranac,DF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,24-164,2000,3,3,270,3.0,0,0,0,0,0,0.00,0.27,0.3,1,1,0.3,1,0.5,0.8,0.00,0.11,0.16,0.27,0.33,0.11,8,1,0.33,0.33,https://fbref.com/en/players/95d5aea2/matchlogs/2024/summary/Robin-Hranac-Match-Logs,,,,,,,,,
180,Elseid Hysaj,https://fbref.com/en/players/2f3452eb/Elseid-Hysaj,DF,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,30-142,1994,2,2,180,2.0,0,0,0,0,0,0,0.00,0.1,1,0.1,0.1,0.04,0.2,5,0,0.00,0.00,0.00,0.11,0.00,2,0.07,0.11,0.04,https://fbref.com/en/players/2f3452eb/matchlogs/2024/summary/Elseid-Hysaj-Match-Logs,,,,,,,,,
181,Pierre Højbjerg,https://fbref.com/en/players/8b04d6c1/Pierre-Hojbjerg,MF,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,28-341,1995,4,4,353,3.9,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,7,33,13,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.12,0.05,0.12,https://fbref.com/en/players/8b04d6c1/matchlogs/2024/summary/Pierre-Hojbjerg-Match-Logs,,,,,,,,,
182,Rasmus Højlund,https://fbref.com/en/players/491a433d/Rasmus-Hojlund,FW,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,21-158,2003,4,4,286,3.2,0,0,0,0,0,0,0,0.7,0.7,0.1,0.8,6,3,28,0.00,0.00,0.00,0.00,0.00,0.21,0.04,0.25,0.21,0.25,https://fbref.com/en/players/491a433d/matchlogs/2024/summary/Rasmus-Hojlund-Match-Logs,,,,,,,,,
183,Ivan Ilić,https://fbref.com/en/players/bb376bed/Ivan-Ilic,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,23-116,2001,3,2,201,2.2,0,0,0,0,0,0.0,0.00,3,1,1,0.3,0.02,0.4,13,0.0,0.17,0.17,0.02,0.15,0.00,6,0.45,0.45,0.45,https://fbref.com/en/players/bb376bed/matchlogs/2024/summary/Ivan-Ilic-Match-Logs,,,,,,,,,
184,Josip Iličić,https://fbref.com/en/players/68252d6d/Josip-Ilicic,"FW,MF",si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,36-164,1988,2,31,0.3,,0,0,0,0,0,0,0,,,,,,,,0.0,0,0.0,0.0,0.0,0,0.00,,0,0,https://fbref.com/en/players/68252d6d/matchlogs/2024/summary/Josip-Ilicic-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.25
185,Gonçalo Inácio,https://fbref.com/en/players/33651873/Goncalo-Inacio,DF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,22-321,2001,2,1,118,1.3,0,0,0,0,0,0,0,0.1,0.1,0.1,25,9,2,,,0.0,,,,,0.00,,,,https://fbref.com/en/players/33651873/matchlogs/2024/summary/Goncalo-Inacio-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.07,0.07
186,Luka Ivanušec,https://fbref.com/en/players/29fbdc88/Luka-Ivanusec,MF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,25-228,1998,1,21,0.2,1,0,0,0,0,0,0,0,,,,,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.00,,,0,https://fbref.com/en/players/29fbdc88/matchlogs/2024/summary/Luka-Ivanusec-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
187,Erik Janža,https://fbref.com/en/players/961f9f1c/Erik-Janza,DF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,31-020,1993,3,3,269,3.0,0.0,0,0,0,0.0,0.00,0.21,1,1,1,2,3,0.6,0.6,0.01,0.01,0.19,0.21,0.33,0.33,11,5,0.33,0.33,https://fbref.com/en/players/961f9f1c/matchlogs/2024/summary/Erik-Janza-Match-Logs,,,,,,,,,
188,Jorginho,https://fbref.com/en/players/45db685d/Jorginho,MF,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,32-204,1991,3,3,215,2.4,0,0,0,0,0,0,0,1,18,4,0.01,0.00,0.01,0.01,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/45db685d/matchlogs/2024/summary/Jorginho-Match-Logs,,,,,,,,,
189,Joselu,https://fbref.com/en/players/6265208f/Joselu,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,34-106,1990,2,1,90,1.0,0,0,0,0,0,0,0,0.2,0.2,0.2,1,1,,,,0.0,0,,,,0.00,,,,https://fbref.com/en/players/6265208f/matchlogs/2024/summary/Joselu-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.24,0.24,0.24,0.24
190,Diogo Jota,https://fbref.com/en/players/178ae8f8/Diogo-Jota,"FW,MF",pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,27-220,1996,3,100,1.1,0.7,0,0,0,0,0,0,0,0.7,0.3,1.0,2,6,13,,,0,,,1.26,,,,,,https://fbref.com/en/players/178ae8f8/matchlogs/2024/summary/Diogo-Jota-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.40,1.26,0.86,0.86
191,Luka Jović,https://fbref.com/en/players/4d8cd038/Luka-Jovic,"MF,FW",rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,26-201,1997,3,102,1.1,1,,0,0,0,0,0.0,,1,1,1,0.2,0.2,0.2,1,0.17,0.20,0.20,0.17,0.04,1,3,,,,https://fbref.com/en/players/4d8cd038/matchlogs/2024/summary/Luka-Jovic-Match-Logs,,0.00,,,,0.88,0.88,0.88,0.88
192,Josip Juranović,https://fbref.com/en/players/0a084b35/Josip-Juranovic,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,28-330,1995,2,1,91,1.0,0,0,0,0,0,0,0,1,0.2,0.2,3,0.00,10,,0.0,0.0,,,,,0.00,,,,https://fbref.com/en/players/0a084b35/matchlogs/2024/summary/Josip-Juranovic-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.15,
193,David Jurásek,https://fbref.com/en/players/d7a03bf3/David-Jurasek,DF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,23-339,2000,2,2,160,1.8,0,0,0,0,0,0,0.00,0.3,1,0.3,0.4,0.15,0.6,2,0,0.00,0.00,0.00,0.36,0.00,16,0.21,0.36,0.15,https://fbref.com/en/players/d7a03bf3/matchlogs/2024/summary/David-Jurasek-Match-Logs,,,,,,,,,
194,Matěj Jurásek,https://fbref.com/en/players/742ea558/Matej-Jurasek,"DF,MF",cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,20-316,2003,2,46,0.5,0.1,0,0,0,0,0,0,0,0.1,0.1,2,13,6,,,,0,0.0,,0.25,,,,,,https://fbref.com/en/players/742ea558/matchlogs/2024/summary/Matej-Jurasek-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.08,0.25,0.17,0.17
195,Ferdi Kadioglu,https://fbref.com/en/players/66c52a77/Ferdi-Kadioglu,"DF,MF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,24-278,1999,5,5,450,5.0,0,0,0,0,0,0,0,0.1,0.1,0.9,0.9,22,24,21,0.00,0.00,0.00,0.00,0.00,0.01,0.17,0.19,0.01,0.19,https://fbref.com/en/players/66c52a77/matchlogs/2024/summary/Ferdi-Kadioglu-Match-Logs,,,,,,,,,
196,İrfan Kahveci,https://fbref.com/en/players/d2800f47/Irfan-Kahveci,FW,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,28-362,1995,1,8,0.1,,0,0,0,0,0,0,0,,,,,0.00,0.00,0.00,0.0,0,0.0,0.0,0.0,0,0.00,,0,0,https://fbref.com/en/players/d2800f47/matchlogs/2024/summary/Irfan-Kahveci-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
197,Otar Kakabadze,https://fbref.com/en/players/2ea12fc4/Otar-Kakabadze,"DF,MF",ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,29-014,1995,4,4,360,4.0,0,0,0,0,0,0,0,3,0.6,0.6,12,0.00,9,0.15,0.0,0.0,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.00,https://fbref.com/en/players/2ea12fc4/matchlogs/2024/summary/Otar-Kakabadze-Match-Logs,,,,,,,,,
198,Harry Kane,https://fbref.com/en/players/21a66f6a/Harry-Kane,FW,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,30-349,1993,6,6,541,6.0,0.46,0,0.00,0.37,0.33,0.50,0.04,3,3,2,1,2.8,1,1,0.50,0.33,0.50,0.33,16,3,2.0,0.3,2.3,15,https://fbref.com/en/players/21a66f6a/matchlogs/2024/summary/Harry-Kane-Match-Logs,,,,,,,,,
199,N'Golo Kanté,https://fbref.com/en/players/b9fbae28/NGolo-Kante,MF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,33-104,1991,6,6,511,5.7,0,0,0,0,0,0,0,0.1,0.1,1.4,1.5,16,44,19,0.00,0.00,0.00,0.00,0.00,0.03,0.26,0.29,0.03,0.29,https://fbref.com/en/players/b9fbae28/matchlogs/2024/summary/NGolo-Kante-Match-Logs,,,,,,,,,
200,Žan Karničnik,https://fbref.com/en/players/b11b006c/Zan-Karnicnik,DF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,29-297,1994,4,4,390,4.3,0.13,0,0,0,0.0,0.00,0.00,1,1,1,1,0.5,0.5,0.5,0.23,0.13,0.13,0.13,0.23,8,7,10,0.23,0.23,https://fbref.com/en/players/b11b006c/matchlogs/2024/summary/Zan-Karnicnik-Match-Logs,,,,,,,,,
201,Guram Kashia,https://fbref.com/en/players/a81f4896/Guram-Kashia,DF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,37-007,1987,4,4,360,4.0,0,0,0,0,0,0,0.0,0.00,1,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0,0.00,0,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a81f4896/matchlogs/2024/summary/Guram-Kashia-Match-Logs,,,,,,,,,
202,Milos Kerkez,https://fbref.com/en/players/0ad53bdc/Milos-Kerkez,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,20-247,2003,3,3,237,2.6,0,0,0,0,0,0,0,9,0.1,0.1,5,0.00,9,0.02,0.0,0.0,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,https://fbref.com/en/players/0ad53bdc/matchlogs/2024/summary/Milos-Kerkez-Match-Logs,,,,,,,,,
203,Semih Kılıçsoy,https://fbref.com/en/players/3064f033/Semih-Kilicsoy,FW,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,18-331,2005,1,2,0.2,0.2,0,0.0,0,0,0,0,0,0.2,1,,,,,,0,0,0,0.0,0,,0.00,,,,https://fbref.com/en/players/3064f033/matchlogs/2024/summary/Semih-Kilicsoy-Match-Logs,0.00,0.00,0.00,0.00,0.00,9.23,9.23,9.23,9.23
204,Joshua Kimmich,https://fbref.com/en/players/49296448/Joshua-Kimmich,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,29-154,1995,5,5,480,5.3,0,0,0,0,0,0.00,0.35,0.4,2,2,0.4,14,1.4,1.8,0.00,0.08,0.27,0.35,0.37,0.08,39,52,0.37,0.37,https://fbref.com/en/players/49296448/matchlogs/2024/summary/Joshua-Kimmich-Match-Logs,,,,,,,,,
205,Otar Kiteishvili,https://fbref.com/en/players/fc9b373e/Otar-Kiteishvili,MF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,28-107,1996,2,2,130,1.4,0,0,0,0,0,0,0,1,2,,,0.00,,,0.0,0.0,0.0,0.0,0,,0.00,,,,https://fbref.com/en/players/fc9b373e/matchlogs/2024/summary/Otar-Kiteishvili-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03,
206,Jakub Kiwior,https://fbref.com/en/players/dc3e663e/Jakub-Kiwior,DF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,24-147,2000,3,3,270,3.0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.4,2,4,5,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.12,0.05,0.12,https://fbref.com/en/players/dc3e663e/matchlogs/2024/summary/Jakub-Kiwior-Match-Logs,,,,,,,,,
207,László Kleinheisler,https://fbref.com/en/players/af8e4246/Laszlo-Kleinheisler,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,30-094,1994,2,51,0.6,1,0,0,0,0,0,0,0,,2,1,,0.00,0.00,0.00,0.0,0.0,0.0,0.0,,0,0.00,,,,https://fbref.com/en/players/af8e4246/matchlogs/2024/summary/Laszlo-Kleinheisler-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
208,Giorgi Kochorashvili,https://fbref.com/en/players/3da1b6ed/Giorgi-Kochorashvili,MF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,25-012,1999,4,4,360,4.0,0,0,0,0,0.00,0.17,0.08,0.3,1,1,1,4,0.3,0.4,0.00,0.17,0.25,0.09,0.25,0.08,0.7,18,4,0.25,https://fbref.com/en/players/3da1b6ed/matchlogs/2024/summary/Giorgi-Kochorashvili-Match-Logs,,,,,,,,,
209,Orkun Kökçü,https://fbref.com/en/players/9bf914b4/Orkun-Kokcu,MF,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,23-195,2000,4,3,221,2.5,0,0,0,0,0.00,0.87,0.40,1.0,2,2,2,7,1.0,1.1,0.00,0.87,0.81,0.47,0.81,0.40,2.1,11,10,0.81,https://fbref.com/en/players/9bf914b4/matchlogs/2024/summary/Orkun-Kokcu-Match-Logs,,,,,,,,,
210,Randal Kolo Muani,https://fbref.com/en/players/c0b3669f/Randal-Kolo-Muani,FW,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,25-219,1998,5,2,201,2.2,0.34,0,0,0,0,0.0,0.00,1,1,1,0.8,0.8,0.8,2,0.45,0.35,0.35,0.34,0.01,4,13,0.45,0.45,0.45,https://fbref.com/en/players/c0b3669f/matchlogs/2024/summary/Randal-Kolo-Muani-Match-Logs,,,,,,,,,
211,Yukhym Konoplia,https://fbref.com/en/players/aee634bf/Yukhym-Konoplia,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,24-320,1999,1,1,71,0.8,0,0,0,0,0,0,0.0,3,1,3,10,0.00,0.00,0.00,0.0,0.0,0.0,,,,0.00,,,,https://fbref.com/en/players/aee634bf/matchlogs/2024/summary/Yukhym-Konoplia-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
212,Ezri Konsa,https://fbref.com/en/players/0313a347/Ezri-Konsa,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,26-262,1997,3,1,93,1.0,0,0,0,0,0,0,0,,2,,,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.00,,,,https://fbref.com/en/players/0313a347/matchlogs/2024/summary/Ezri-Konsa-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
213,Filip Kostić,https://fbref.com/en/players/b1cd37e6/Filip-Kostic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,31-253,1992,1,1,42,0.5,0,0,0,0,0,0,0,,3,,,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.00,,,,https://fbref.com/en/players/b1cd37e6/matchlogs/2024/summary/Filip-Kostic-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
214,Jules Koundé,https://fbref.com/en/players/4d1666ff/Jules-Kounde,DF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,25-242,1998,6,6,570,6.3,0,0,0,0,0,0,0,0.2,0.2,0.9,1.0,14,36,41,0.00,0.00,0.00,0.00,0.00,0.03,0.15,0.17,0.03,0.17,https://fbref.com/en/players/4d1666ff/matchlogs/2024/summary/Jules-Kounde-Match-Logs,,,,,,,,,
215,Mateo Kovačić,https://fbref.com/en/players/79c0821a/Mateo-Kovacic,MF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,30-066,1994,3,3,223,2.5,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,12,11,4,0.00,0.00,0.00,0.00,0.00,0.21,0.06,0.26,0.21,0.26,https://fbref.com/en/players/79c0821a/matchlogs/2024/summary/Mateo-Kovacic-Match-Logs,,,,,,,,,
216,Matej Kovar,https://fbref.com/en/players/bc67a0e1/Matej-Kovar,GK,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,24-055,2000,1,36,0.4,,0,0,0,0,0,0,0,,,,,0.00,0.00,0.00,0.0,0,0.0,0.0,0.0,0,0.00,,0,0,https://fbref.com/en/players/bc67a0e1/matchlogs/2024/summary/Matej-Kovar-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
217,Andrej Kramarić,https://fbref.com/en/players/603cb947/Andrej-Kramaric,FW,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,33-022,1991,3,3,243,2.7,0.28,0,0,0,0,0.00,0.35,1,1,1,0.7,0.7,0.2,0.9,0.37,0.28,0.07,0.35,0.37,5,7,32,0.37,0.37,https://fbref.com/en/players/603cb947/matchlogs/2024/summary/Andrej-Kramaric-Match-Logs,,,,,,,,,
218,Ladislav Krejčí,https://fbref.com/en/players/5b5c2228/Ladislav-Krejci,DF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,25-082,1999,3,3,270,3.0,0,0,0,0,0,0,0.0,0.3,1,0.3,0.4,6,19,0.01,0.00,0,0.00,0.00,0.00,0.11,0.13,0.11,0.13,0.00,https://fbref.com/en/players/5b5c2228/matchlogs/2024/summary/Ladislav-Krejci-Match-Logs,,,,,,,,,
219,Toni Kroos,https://fbref.com/en/players/6ce1f46f/Toni-Kroos,MF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,34-189,1990,5,5,469,5.2,0,0,0,0,0,0,0.00,0.2,1,0.2,0.8,2,1.0,67,0.00,0.00,0.00,0.00,0.20,0.03,7,0.16,0.20,0.03,https://fbref.com/en/players/6ce1f46f/matchlogs/2024/summary/Toni-Kroos-Match-Logs,,,,,,,,,
220,Jan Kuchta,https://fbref.com/en/players/4bce9c16/Jan-Kuchta,FW,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,27-185,1997,2,1,95,1.1,0,0,0,0,0,0,0,,3,2,,0.00,0.00,0.00,0.0,0.0,0.0,0.0,,0,0.00,,,,https://fbref.com/en/players/4bce9c16/matchlogs/2024/summary/Jan-Kuchta-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
221,Juraj Kucka,https://fbref.com/en/players/5aaef9ef/Juraj-Kucka,MF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,37-136,1987,4,4,350,3.9,0,0,0,0,0.00,0.23,0.11,0.4,1,1,1,3,0.4,0.5,0.00,0.23,0.26,0.12,0.26,0.11,0.9,6,10,0.26,https://fbref.com/en/players/5aaef9ef/matchlogs/2024/summary/Juraj-Kucka-Match-Logs,,,,,,,,,
222,Jasmin Kurtić,https://fbref.com/en/players/144607cc/Jasmin-Kurtic,FW,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,35-183,1989,1,1,,,0,0.0,0,0,0,0,0,,,,,0.00,0.00,0.00,0.0,0,0,0.0,0.0,0,0.00,0,0,0.0,https://fbref.com/en/players/144607cc/matchlogs/2024/summary/Jasmin-Kurtic-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
223,Khvicha Kvaratskhelia,https://fbref.com/en/players/dea88efd/Khvicha-Kvaratskhelia,FW,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,23-150,2001,4,4,342,3.8,0.26,0,0,0,0,0.00,0.42,1,1,1,1.0,1.0,0.6,1.6,0.26,0.26,0.16,0.42,0.26,16,10,19,0.26,0.26,https://fbref.com/en/players/dea88efd/matchlogs/2024/summary/Khvicha-Kvaratskhelia-Match-Logs,,,,,,,,,
224,Nika Kvekveskiri,https://fbref.com/en/players/a5f35865/Nika-Kvekveskiri,MF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,32-043,1992,1,12,0.1,1,0,0,0,0,0,0,0,,,,,0.00,0.00,0.00,0.0,0,0.0,0.0,0.0,0,0.00,,,0,https://fbref.com/en/players/a5f35865/matchlogs/2024/summary/Nika-Kvekveskiri-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
225,Giorgi Kvilitaia,https://fbref.com/en/players/c758cdaf/Giorgi-Kvilitaia,FW,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,30-284,1993,1,3,,,0,0.0,0,0,0,0,0,,,,,0.00,0.00,0.00,0.0,0,0,0.0,0.0,0,0.00,0,0,0.0,https://fbref.com/en/players/c758cdaf/matchlogs/2024/summary/Giorgi-Kvilitaia-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
226,Solomon Kvirkvelia,https://fbref.com/en/players/19e4dca5/Solomon-Kvirkvelia,DF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,32-156,1992,3,2,180,2.0,0,0,0,0,0,0,0.0,0.00,1,5,1,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0,0.00,0.00,0.00,0.00,https://fbref.com/en/players/19e4dca5/matchlogs/2024/summary/Solomon-Kvirkvelia-Match-Logs,,,,,,,,,
227,Qazim Laçi,https://fbref.com/en/players/eb0db257/Qazim-Laci,"MF,FW",al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,28-174,1996,3,2,163,1.8,0.18,0,0,0,0,0.00,0.22,1,1,1,0.3,0.3,0.1,0.4,0.55,0.18,0.04,0.22,0.55,2,4,9,0.55,0.55,https://fbref.com/en/players/eb0db257/matchlogs/2024/summary/Qazim-Laci-Match-Logs,,,,,,,,,
