right,left,left href,center,f-i,left 2,left href 2,center 2,center 3,right 2,right 3,right 4,right 5,right 6,right 7,right 8,right 9,right 10,right 11,right 12,right 13,right 14,right 15,right 16,right 17,right 18,right 19,right 20,right 21,right 22,right 23,right 24,right 25,left href 3,right 26,right 27,right 28,right 29
68,Yannick Carrasco,https://fbref.com/en/players/de39485a/Yannick-Carrasco,"DF,FW",be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,30-311,1993,2.4,84,98,85.7,1295,390,47,49,95.9,35,43,81.4,1,5,20.0,0,0.4,3,2,10,0,0.0,0.0,0,https://fbref.com/en/players/de39485a/matchlogs/2024/passing/Yannick-Carrasco-Match-Logs,,,,
69,Dani Carvajal,https://fbref.com/en/players/4958bfb2/Dani-Carvajal,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,32-182,1992,4.2,229,253,90.5,3544,867,126,129,97.7,89,99,89.9,11,17,64.7,0,0.4,0.2,-0.4,3,18,18,1,1,https://fbref.com/en/players/4958bfb2/matchlogs/2024/passing/Dani-Carvajal-Match-Logs,,,,
70,Timothy Castagne,https://fbref.com/en/players/197640fd/Timothy-Castagne,DF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,28-219,1995,4.0,187,221,84.6,2965,940,111,117,94.9,60,76,78.9,15,22,68.2,0,0.1,10,1,11,0,0.0,0.0,0,https://fbref.com/en/players/197640fd/matchlogs/2024/passing/Timothy-Castagne-Match-Logs,,,,
71,Koen Casteels,https://fbref.com/en/players/db401046/Koen-Casteels,GK,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,32-016,1992,4.0,119,143,83.2,2621,1453,32,32,100.0,69,69,100.0,18,41,43.9,0,1,1,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/db401046/matchlogs/2024/passing/Koen-Casteels-Match-Logs,,,,
72,Žan Celar,https://fbref.com/en/players/868c6958/Zan-Celar,"FW,MF",si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,25-119,1999,0.7,15,18,163,20,11,10,4,1,3,,,,,,0,0,0,0,0,0.0,0,0.0,0.0,https://fbref.com/en/players/868c6958/matchlogs/2024/passing/Zan-Celar-Match-Logs,83.3,90.9,75.0,0
73,Zeki Çelik,https://fbref.com/en/players/31a62dc7/Zeki-Celik,"DF,MF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,27-145,1997,1.2,44,55,633,255,28,27,20,2,15,0.5,0.3,2,-0.5,3,0,3,3,2,3,,,,,https://fbref.com/en/players/31a62dc7/matchlogs/2024/passing/Zeki-Celik-Match-Logs,80.0,96.4,75.0,100.0
74,Václav Černý,https://fbref.com/en/players/bb1cf301/Vaclav-Cerny,MF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,26-268,1997,0.6,26,33,313,125,23,20,2,6,2,0.1,0.8,2,-0.1,1,0,4,2,1,1,,,,,https://fbref.com/en/players/bb1cf301/matchlogs/2024/passing/Vaclav-Cerny-Match-Logs,78.8,87.0,100.0,33.3
75,Giorgi Chakvetadze,https://fbref.com/en/players/76864df8/Giorgi-Chakvetadze,"MF,FW",ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,24-317,1999,2.7,79,93,84.9,992,305,55,59,93.2,15,18,83.3,4,8,50.0,0,0.3,0.1,-0.3,4,6,0,11,2,https://fbref.com/en/players/76864df8/matchlogs/2024/passing/Giorgi-Chakvetadze-Match-Logs,,,,
76,Federico Chiesa,https://fbref.com/en/players/b0f7e36c/Federico-Chiesa,"FW,MF",it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,26-260,1997,2.9,69,104,66.3,958,168,47,52,90.4,14,26,53.8,5,11,45.5,0,0.3,0.6,-0.3,2,1,5,3,7,https://fbref.com/en/players/b0f7e36c/matchlogs/2024/passing/Federico-Chiesa-Match-Logs,,,,
77,Tomáš Chorý,https://fbref.com/en/players/163bbd4a/Tomas-Chory,MF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,29-167,1995,0.4,2,6,27,2,4,1,1,0.1,1,,,,,,0,0,0,0,0,0,0,0.0,0.0,https://fbref.com/en/players/163bbd4a/matchlogs/2024/passing/Tomas-Chory-Match-Logs,33.3,25.0,100.0,0
78,Andreas Christensen,https://fbref.com/en/players/1cb49278/Andreas-Christensen,DF,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,28-092,1996,3.9,218,231,94.4,3357,1163,116,121,95.9,86,89,96.6,10,14,71.4,0,9,1,9,0,0,0.0,0.0,0.0,https://fbref.com/en/players/1cb49278/matchlogs/2024/passing/Andreas-Christensen-Match-Logs,,,,
79,Ryan Christie,https://fbref.com/en/players/26ce2263/Ryan-Christie,"MF,FW",sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,29-140,1995,1.1,15,20,211,64,10,9,4,1,3,0.1,1,1,1,,0,,,,0,0,0.0,0.0,0,https://fbref.com/en/players/26ce2263/matchlogs/2024/passing/Ryan-Christie-Match-Logs,75.0,90.0,75.0,100.0
80,Mojmir Chytil,https://fbref.com/en/players/01a08323/Mojmir-Chytil,FW,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,25-073,1999,1.2,6,15,68,1,5,4,3,3,1,0.1,0.2,0.0,-0.1,1,0,1,,,,,0,0,0,https://fbref.com/en/players/01a08323/matchlogs/2024/passing/Mojmir-Chytil-Match-Logs,40.0,80.0,33.3,0
81,Alexandru Cicâldău,https://fbref.com/en/players/cdafb19d/Alexandru-Cicaldau,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,27-003,1997,0.2,2,5,39,1,1,1,3,0,1,,,0.0,,,0,0,0,0,0,0.0,0,0.0,0.0,https://fbref.com/en/players/cdafb19d/matchlogs/2024/passing/Alexandru-Cicaldau-Match-Logs,40.0,100.0,33.3,0
82,Florinel Coman,https://fbref.com/en/players/a9440c25/Florinel-Coman,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,26-092,1998,1.3,20,28,197,46,18,15,4,1,3,0.1,-0.1,0.0,2,1,0,,,,,0,0.0,0,0,https://fbref.com/en/players/a9440c25/matchlogs/2024/passing/Florinel-Coman-Match-Logs,71.4,83.3,75.0,0
83,Kingsley Coman,https://fbref.com/en/players/042e8a49/Kingsley-Coman,MF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,28-028,1996,0.2,9,10,130,9,6,6,3,1,3,1,1,0.0,,,0,,,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/042e8a49/matchlogs/2024/passing/Kingsley-Coman-Match-Logs,90.0,100.0,100.0,0
84,Francisco Conceição,https://fbref.com/en/players/5ef3d210/Francisco-Conceicao,"FW,MF",pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,21-210,2002,2.0,101,129,78.3,1498,221,64,69,92.8,36,47,76.6,1,5,20.0,0,1.6,1.2,-1.6,6,1,9,2,5,https://fbref.com/en/players/5ef3d210/matchlogs/2024/passing/Francisco-Conceicao-Match-Logs,,,,
85,Diogo Costa,https://fbref.com/en/players/93fffbcf/Diogo-Costa,GK,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,24-296,1999,5.7,140,155,90.3,3306,2105,15,15,100.0,100,100,100.0,25,40,62.5,0,1,0,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/93fffbcf/matchlogs/2024/passing/Diogo-Costa-Match-Logs,,,,
86,Vladimír Coufal,https://fbref.com/en/players/fdf3cb77/Vladimir-Coufal,"DF,FW",cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,31-324,1992,3.0,103,149,69.1,1765,840,58,62,93.5,28,42,66.7,16,38,42.1,1,0.6,0.6,+0.4,8,12,11,3,3,https://fbref.com/en/players/fdf3cb77/matchlogs/2024/passing/Vladimir-Coufal-Match-Logs,,,,
87,Bryan Cristante,https://fbref.com/en/players/16657b95/Bryan-Cristante,MF,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,29-130,1995,1.5,101,114,1553,373,53,50,49,5,43,0.2,0.4,3,-0.2,2,0,8,1,5,,,0,,,https://fbref.com/en/players/16657b95/matchlogs/2024/passing/Bryan-Cristante-Match-Logs,88.6,94.3,87.8,60.0
88,Kevin Csoboth,https://fbref.com/en/players/cf6fc95d/Kevin-Csoboth,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,24-021,2000,0.1,6,8,102,37,3,3,3,2,2,2,2,1,,,0,,,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/cf6fc95d/matchlogs/2024/passing/Kevin-Csoboth-Match-Logs,75.0,100.0,66.7,50.0
89,Marc Cucurella,https://fbref.com/en/players/1daec722/Marc-Cucurella,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,25-355,1998,5.1,289,323,89.5,4138,1107,170,178,95.5,99,111,89.2,10,16,62.5,0,0.6,0.4,-0.6,6,18,0,25,2,https://fbref.com/en/players/1daec722/matchlogs/2024/passing/Marc-Cucurella-Match-Logs,,,,
90,Mirlind Daku,https://fbref.com/en/players/a04adf33/Mirlind-Daku,FW,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,26-192,1998,0.1,4,5,62,22,3,3,1,0.1,1,-0.1,2,,1,1,0,,,,,0,0,0.0,0,https://fbref.com/en/players/a04adf33/matchlogs/2024/passing/Mirlind-Daku-Match-Logs,80.0,100.0,100.0,0
91,Diogo Dalot,https://fbref.com/en/players/d9565625/Diogo-Dalot,"DF,MF",pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,25-115,1999,1.7,91,100,91.0,1349,290,56,58,96.6,32,36,88.9,3,3,100.0,0,0.1,2,16,11,0,0.0,0.0,0,https://fbref.com/en/players/d9565625/matchlogs/2024/passing/Diogo-Dalot-Match-Logs,,,,
92,Mikkel Damsgaard,https://fbref.com/en/players/215f3907/Mikkel-Damsgaard,FW,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,24-008,2000,0.4,10,14,133,31,7,5,4,1,4,0.1,1,0.0,1,,0,,,,0,0,0.0,0.0,0,https://fbref.com/en/players/215f3907/matchlogs/2024/passing/Mikkel-Damsgaard-Match-Logs,71.4,71.4,100.0,0
93,Kevin Danso,https://fbref.com/en/players/6e33125f/Kevin-Danso,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,25-296,1998,2.4,147,169,87.0,2882,921,47,54,87.0,83,87,95.4,16,25,64.0,0,0.1,19,22,0,0,0.0,0.0,0,https://fbref.com/en/players/6e33125f/matchlogs/2024/passing/Kevin-Danso-Match-Logs,,,,
94,Márton Dárdai,https://fbref.com/en/players/41bff4fa/Marton-Dardai,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,22-150,2002,1.9,66,95,69.5,1417,733,18,21,85.7,37,46,80.4,10,25,40.0,0,0.1,4,2,5,0,0.0,0.0,0,https://fbref.com/en/players/41bff4fa/matchlogs/2024/passing/Marton-Dardai-Match-Logs,,,,
95,Matteo Darmian,https://fbref.com/en/players/96e0490d/Matteo-Darmian,DF,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,34-222,1989,1.8,97,107,90.7,1513,403,50,53,94.3,39,43,90.7,5,5,100.0,0,2,1,6,0,0,0.0,0.0,0.0,https://fbref.com/en/players/96e0490d/matchlogs/2024/passing/Matteo-Darmian-Match-Logs,,,,
96,Zuriko Davitashvili,https://fbref.com/en/players/88b4d2e3/Zuriko-Davitashvili,"FW,MF",ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,23-147,2001,1.3,33,37,447,64,14,12,14,2,13,3,,1,,,0,,0,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/88b4d2e3/matchlogs/2024/passing/Zuriko-Davitashvili-Match-Logs,89.2,85.7,92.9,50.0
97,Paweł Dawidowicz,https://fbref.com/en/players/16bb656a/Pawel-Dawidowicz,DF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,29-052,1995,2.0,74,79,93.7,1240,443,29,29,100.0,43,45,95.6,,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/16bb656a/matchlogs/2024/passing/Pawel-Dawidowicz-Match-Logs,,,,0
98,Kevin De Bruyne,https://fbref.com/en/players/e46012d4/Kevin-De-Bruyne,MF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,33-013,1991,4.0,164,227,72.2,2849,940,75,96,78.1,62,76,81.6,18,34,52.9,0,1.6,0.9,-1.6,12,21,0,28,6,https://fbref.com/en/players/e46012d4/matchlogs/2024/passing/Kevin-De-Bruyne-Match-Logs,,,,
99,Charles De Ketelaere,https://fbref.com/en/players/2ef7c612/Charles-De-Ketelaere,FW,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,23-123,2001,0,0,0,0,0,0,0,0.0,0.0,0,,,,,,0,0.0,0,0,0,0,0.0,0,0,https://fbref.com/en/players/2ef7c612/matchlogs/2024/passing/Charles-De-Ketelaere-Match-Logs,,,,0
100,Zeno Debast,https://fbref.com/en/players/064461b7/Zeno-Debast,DF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,20-261,2003,1.2,97,109,1903,719,30,27,61,14,59,0.1,0.1,10,-0.1,1,0,7,3,,,,0,0,,https://fbref.com/en/players/064461b7/matchlogs/2024/passing/Zeno-Debast-Match-Logs,89.0,90.0,96.7,71.4
101,Thomas Delaney,https://fbref.com/en/players/fe641c1a/Thomas-Delaney,MF,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,32-312,1991,0.9,22,35,299,116,20,16,9,4,5,0.2,0.2,1,-0.2,1,0,2,1,4,,,0,,,https://fbref.com/en/players/fe641c1a/matchlogs/2024/passing/Thomas-Delaney-Match-Logs,62.9,80.0,55.6,25.0
102,Ousmane Dembélé,https://fbref.com/en/players/b19db005/Ousmane-Dembele,"FW,MF",fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,27-057,1997,4.0,119,176,67.6,2066,465,69,83,83.1,33,49,67.3,16,32,50.0,0,1.2,0.9,-1.2,14,6,14,2,8,https://fbref.com/en/players/b19db005/matchlogs/2024/passing/Ousmane-Dembele-Match-Logs,,,,
103,Merih Demiral,https://fbref.com/en/players/e3cceee6/Merih-Demiral,DF,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,26-128,1998,2.3,82,94,87.2,1446,423,33,34,97.1,44,47,93.6,4,11,36.4,0,1,4,1,4,0,0.0,0.0,0.0,https://fbref.com/en/players/e3cceee6/matchlogs/2024/passing/Merih-Demiral-Match-Logs,,,,
104,Giovanni Di Lorenzo,https://fbref.com/en/players/230a2fac/Giovanni-Di-Lorenzo,"DF,FW",it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,30-342,1993,4.0,285,323,88.2,4136,1190,162,170,95.3,108,123,87.8,7,18,38.9,0,0.2,20,1,23,0,0.0,0.0,0,https://fbref.com/en/players/230a2fac/matchlogs/2024/passing/Giovanni-Di-Lorenzo-Match-Logs,,,,
105,Rúben Dias,https://fbref.com/en/players/31c69ef1/Ruben-Dias,DF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,27-058,1997,4.7,382,411,92.9,6567,2032,177,181,97.8,186,202,92.1,17,24,70.8,0,0.1,0.2,-0.1,1,28,22,1,1,https://fbref.com/en/players/31c69ef1/matchlogs/2024/passing/Ruben-Dias-Match-Logs,,,,
106,Federico Dimarco,https://fbref.com/en/players/970b8574/Federico-Dimarco,"DF,FW",it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,26-244,1997,2.5,99,125,79.2,1437,396,52,56,92.9,38,46,82.6,4,9,44.4,0,0.3,0.3,-0.3,3,3,5,2,2,https://fbref.com/en/players/970b8574/matchlogs/2024/passing/Federico-Dimarco-Match-Logs,,,,
107,Berat Djimsiti,https://fbref.com/en/players/6eee05f1/Berat-Djimsiti,DF,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,31-143,1993,3.0,127,144,88.2,2147,696,64,67,95.5,56,62,90.3,6,10,60.0,0,1,3,6,0,0,0.0,0.0,0.0,https://fbref.com/en/players/6eee05f1/matchlogs/2024/passing/Berat-Djimsiti-Match-Logs,,,,
108,Jeremy Doku,https://fbref.com/en/players/fffea3e5/Jeremy-Doku,"FW,MF",be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,22-045,2002,3.6,89,113,78.8,1212,292,61,68,89.7,25,34,73.5,2,5,40.0,0,0.6,1.2,-0.6,8,3,0,10,4,https://fbref.com/en/players/fffea3e5/matchlogs/2024/passing/Jeremy-Doku-Match-Logs,,,,
109,Kasper Dolberg,https://fbref.com/en/players/cc83b74d/Kasper-Dolberg,FW,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,26-279,1997,0.4,7,10,122,11,8,5,1,0,1,,,,,,0,0,0,0,0,0.0,0,0.0,0.0,https://fbref.com/en/players/cc83b74d/matchlogs/2024/passing/Kasper-Dolberg-Match-Logs,70.0,62.5,100.0,0
110,Gianluigi Donnarumma,https://fbref.com/en/players/08f5afaa/Gianluigi-Donnarumma,GK,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,25-137,1999,4.0,87,102,85.3,1944,1212,23,23,100.0,44,44,100.0,19,34,55.9,0,1,0,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/08f5afaa/matchlogs/2024/passing/Gianluigi-Donnarumma-Match-Logs,,,,
111,David Doudera,https://fbref.com/en/players/e95b4604/David-Doudera,FW,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,26-041,1998,1.0,18,24,268,126,10,10,9,4,7,2,2,0.0,,,0,,,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/e95b4604/matchlogs/2024/passing/David-Doudera-Match-Logs,75.0,100.0,77.8,0
112,Artem Dovbyk,https://fbref.com/en/players/5b847bb0/Artem-Dovbyk,FW,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,27-020,1997,2.7,27,34,79.4,345,32,20,23,87.0,6,7,85.7,1,1,100.0,0,0.6,0.3,-0.6,6,2,0,0,2,https://fbref.com/en/players/5b847bb0/matchlogs/2024/passing/Artem-Dovbyk-Match-Logs,,,,
113,Denis Drăguș,https://fbref.com/en/players/0e490f6e/Denis-Dragus,FW,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,25-005,1999,3.2,35,54,64.8,428,57,21,33,63.6,9,13,69.2,1,1,100.0,0,0.1,-0.1,2,2,1,0.0,0,3,https://fbref.com/en/players/0e490f6e/matchlogs/2024/passing/Denis-Dragus-Match-Logs,,,,
114,Radu Drăgușin,https://fbref.com/en/players/620922ed/Radu-Dragusin,DF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,22-159,2002,4.0,90,106,84.9,1718,407,33,35,94.3,44,49,89.8,13,22,59.1,0,2,3,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/620922ed/matchlogs/2024/passing/Radu-Dragusin-Match-Logs,,,,
115,Vanja Drkušič,https://fbref.com/en/players/e2e816b9/Vanja-Drkusic,DF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,24-255,1999,4.3,84,109,77.1,1790,677,20,24,83.3,50,59,84.7,13,24,54.2,0,0.1,0.1,-0.1,1,4,3,1,1,https://fbref.com/en/players/e2e816b9/matchlogs/2024/passing/Vanja-Drkusic-Match-Logs,,,,
116,Kwadwo Duah,https://fbref.com/en/players/66089708/Kwadwo-Duah,FW,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,27-138,1997,1.2,13,25,154,56,10,9,10,1,3,1,,0.0,,,0,,0,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/66089708/matchlogs/2024/passing/Kwadwo-Duah-Match-Logs,52.0,90.0,30.0,0
117,Martin Dúbravka,https://fbref.com/en/players/3a949a25/Martin-Dubravka,GK,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,35-178,1989,4.3,108,162,66.7,2735,1977,28,29,96.6,57,60,95.0,23,72,31.9,0,2,0,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/3a949a25/matchlogs/2024/passing/Martin-Dubravka-Match-Logs,,,,
118,Ondrej Duda,https://fbref.com/en/players/79ca3e23/Ondrej-Duda,MF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,29-219,1994,3.5,138,170,81.2,2185,357,65,73,89.0,55,66,83.3,8,17,47.1,0,0.1,0.2,-0.1,3,10,0,0,9,https://fbref.com/en/players/79ca3e23/matchlogs/2024/passing/Ondrej-Duda-Match-Logs,,,,
119,Denzel Dumfries,https://fbref.com/en/players/481c9ece/Denzel-Dumfries,DF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,28-084,1996,5.0,220,271,81.2,3585,921,104,117,88.9,102,120,85.0,10,24,41.7,0,0.7,0.5,-0.7,5,14,19,3,4,https://fbref.com/en/players/481c9ece/matchlogs/2024/passing/Denzel-Dumfries-Match-Logs,,,,
120,Dávid Ďuriš,https://fbref.com/en/players/5e0a43de/David-Duris,"FW,MF",sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,25-111,1999,0.3,1,2,23,11,1,1,1,0,0,,,,,,0,0,0,0,0.0,0.0,0,0,0.0,https://fbref.com/en/players/5e0a43de/matchlogs/2024/passing/David-Duris-Match-Logs,50.0,100.0,,0
121,Lasha Dvali,https://fbref.com/en/players/303636d2/Lasha-Dvali,DF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,29-058,1995,4.0,115,132,87.1,1896,787,53,57,93.0,51,57,89.5,7,11,63.6,0,6,8,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/303636d2/matchlogs/2024/passing/Lasha-Dvali-Match-Logs,,,,
122,Timi Elšnik,https://fbref.com/en/players/66f040ff/Timi-Elsnik,MF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,26-073,1998,4.0,87,117,74.4,1603,527,36,43,83.7,41,54,75.9,10,17,58.8,1,0.5,0.4,+0.5,3,17,11,1,2,https://fbref.com/en/players/66f040ff/matchlogs/2024/passing/Timi-Elsnik-Match-Logs,,,,
123,Breel Embolo,https://fbref.com/en/players/0b4f388a/Breel-Embolo,FW,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,27-148,1997,3.3,39,46,84.8,539,121,24,28,85.7,11,13,84.6,2,2,100.0,0,0.2,0.3,-0.2,2,2,0,6,2,https://fbref.com/en/players/0b4f388a/matchlogs/2024/passing/Breel-Embolo-Match-Logs,,,,
124,Christian Eriksen,https://fbref.com/en/players/980522ec/Christian-Eriksen,"MF,FW",dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,32-148,1992,3.9,159,215,74.0,2480,763,90,103,87.4,43,59,72.9,16,33,48.5,0,0.8,1.1,-0.8,16,10,0,17,2,https://fbref.com/en/players/980522ec/matchlogs/2024/passing/Christian-Eriksen-Match-Logs,,,,
125,Eberechi Eze,https://fbref.com/en/players/ae4fc6a4/Eberechi-Eze,"DF,MF",eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,26-012,1998,1.1,30,40,518,84,18,13,15,5,13,1,1,3,,,0,,,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/ae4fc6a4/matchlogs/2024/passing/Eberechi-Eze-Match-Logs,75.0,72.2,86.7,60.0
126,Wout Faes,https://fbref.com/en/players/9c221d14/Wout-Faes,DF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,26-099,1998,4.0,255,290,87.9,4410,1350,108,116,93.1,129,137,94.2,15,29,51.7,0,0.1,14,2,9,0,0.0,0.0,0,https://fbref.com/en/players/9c221d14/matchlogs/2024/passing/Wout-Faes-Match-Logs,,,,
127,Nicolò Fagioli,https://fbref.com/en/players/366be751/Nicolo-Fagioli,MF,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,23-150,2001,1.1,87,104,1406,244,40,36,49,11,42,0.1,1,6,8,1,0,6,,,,,0.0,0.0,0,https://fbref.com/en/players/366be751/matchlogs/2024/passing/Nicolo-Fagioli-Match-Logs,83.7,90.0,85.7,54.5
128,João Félix,https://fbref.com/en/players/8aafd64f/Joao-Felix,"MF,FW",pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,24-244,1999,1.2,67,77,1020,232,45,42,22,8,20,0.4,0.3,4,-0.4,4,0,3,3,1,6,,,,,https://fbref.com/en/players/8aafd64f/matchlogs/2024/passing/Joao-Felix-Match-Logs,87.0,93.3,90.9,50.0
129,Bruno Fernandes,https://fbref.com/en/players/507c7bdf/Bruno-Fernandes,MF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,29-307,1994,4.2,221,297,74.4,4021,1096,94,111,84.7,102,123,82.9,24,53,45.3,0,0.8,1.1,-0.8,8,27,39,3,9,https://fbref.com/en/players/507c7bdf/matchlogs/2024/passing/Bruno-Fernandes-Match-Logs,,,,
130,Attila Fiola,https://fbref.com/en/players/bb17ccd0/Attila-Fiola,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,34-145,1990,2.0,57,73,78.1,1074,521,22,28,78.6,28,33,84.8,7,12,58.3,0,1,4,3,0,0,0.0,0.0,0.0,https://fbref.com/en/players/bb17ccd0/matchlogs/2024/passing/Attila-Fiola-Match-Logs,,,,
131,Phil Foden,https://fbref.com/en/players/ed1e53f3/Phil-Foden,"FW,MF",eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,24-044,2000,5.9,294,348,84.5,4115,526,186,198,93.9,78,93,83.9,16,35,45.7,0,0.5,0.4,-0.5,6,21,21,1,5,https://fbref.com/en/players/ed1e53f3/matchlogs/2024/passing/Phil-Foden-Match-Logs,,,,
132,Youssouf Fofana,https://fbref.com/en/players/822d51d7/Youssouf-Fofana,MF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,25-183,1999,0.5,25,29,448,111,13,11,13,2,12,0.1,1,2,2,,0,,,,0,0,0.0,0.0,0,https://fbref.com/en/players/822d51d7/matchlogs/2024/passing/Youssouf-Fofana-Match-Logs,86.2,84.6,92.3,100.0
133,Michael Folorunsho,https://fbref.com/en/players/c391a179/Michael-Folorunsho,FW,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,26-155,1998,2,0,2,0,0,0,0,0,0,0,0.0,,0.0,,,0,0.0,0.0,0.0,0,0,0.0,0,0,https://fbref.com/en/players/c391a179/matchlogs/2024/passing/Michael-Folorunsho-Match-Logs,,,,0
134,Przemysław Frankowski,https://fbref.com/en/players/00a8d210/Przemyslaw-Frankowski,DF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,29-090,1995,3.0,92,125,73.6,1415,695,60,65,92.3,25,34,73.5,7,17,41.2,0,0.4,0.3,-0.4,4,6,11,2,2,https://fbref.com/en/players/00a8d210/matchlogs/2024/passing/Przemyslaw-Frankowski-Match-Logs,,,,
